voting,date,time
glos_16_24,13-04-2016,20:14:08
glos_16_25,13-04-2016,20:14:41
glos_16_26,13-04-2016,20:15:24
glos_16_27,13-04-2016,20:15:56
glos_16_28,13-04-2016,20:16:27
glos_16_29,13-04-2016,20:17:10
glos_16_3,13-04-2016,09:18:29
glos_16_30,13-04-2016,20:18:01
glos_16_31,13-04-2016,20:18:38
glos_16_32,13-04-2016,20:19:15
glos_16_33,13-04-2016,20:19:54
glos_16_34,13-04-2016,20:20:42
glos_16_35,13-04-2016,20:21:18
glos_16_36,13-04-2016,20:22:07
glos_16_37,13-04-2016,20:22:53
glos_16_38,13-04-2016,20:23:57
glos_16_39,13-04-2016,20:24:37
glos_16_4,13-04-2016,09:19:29
glos_16_40,13-04-2016,20:25:09
glos_16_41,13-04-2016,20:25:46
glos_16_42,13-04-2016,20:26:19
glos_16_43,13-04-2016,20:26:43
glos_16_44,13-04-2016,20:27:15
glos_16_45,13-04-2016,20:27:44
glos_16_46,13-04-2016,20:28:27
glos_16_47,13-04-2016,20:29:12
glos_16_48,13-04-2016,20:29:53
glos_16_49,13-04-2016,20:31:12
glos_16_5,13-04-2016,09:20:28
glos_16_50,13-04-2016,20:36:36
glos_16_51,13-04-2016,20:37:34
glos_16_52,14-04-2016,09:39:22
glos_16_53,14-04-2016,09:40:14
glos_16_54,14-04-2016,09:43:49
glos_16_55,14-04-2016,09:46:36
glos_16_56,14-04-2016,09:52:49
glos_16_57,14-04-2016,09:55:01
glos_16_58,14-04-2016,09:59:50
glos_16_59,14-04-2016,10:07:30
glos_16_6,13-04-2016,19:30:53
glos_16_60,14-04-2016,10:18:23
glos_16_61,14-04-2016,10:46:00
glos_16_7,13-04-2016,19:31:27
glos_16_8,13-04-2016,19:33:23
glos_16_9,13-04-2016,19:33:56
glos_17_1,27-04-2016,18:09:23
glos_17_10,29-04-2016,09:33:17
glos_17_11,29-04-2016,09:36:33
glos_17_12,29-04-2016,09:45:49
glos_17_13,29-04-2016,09:49:21
glos_17_14,29-04-2016,09:51:21
glos_17_15,29-04-2016,09:51:50
glos_17_16,29-04-2016,09:53:50
glos_17_17,29-04-2016,09:54:23
glos_17_18,29-04-2016,09:57:05
glos_17_19,29-04-2016,09:57:34
glos_17_2,27-04-2016,18:10:36
glos_17_20,29-04-2016,09:59:50
glos_17_21,29-04-2016,10:00:20
glos_17_22,29-04-2016,10:00:51
glos_17_23,29-04-2016,10:04:42
glos_17_24,29-04-2016,10:11:52
glos_17_25,29-04-2016,10:12:26
glos_17_26,29-04-2016,10:13:06
glos_17_27,29-04-2016,10:13:47
glos_17_28,29-04-2016,10:14:24
glos_17_29,29-04-2016,10:16:21
glos_17_3,29-04-2016,09:15:01
glos_17_30,29-04-2016,10:17:01
glos_17_31,29-04-2016,10:17:32
glos_17_32,29-04-2016,10:18:03
glos_17_33,29-04-2016,10:18:32
glos_17_34,29-04-2016,10:19:14
glos_17_35,29-04-2016,10:19:58
glos_17_36,29-04-2016,10:20:33
glos_17_37,29-04-2016,10:21:06
glos_17_38,29-04-2016,10:21:36
glos_17_39,29-04-2016,10:24:16
glos_17_4,29-04-2016,09:15:44
glos_17_40,29-04-2016,10:24:49
glos_17_41,29-04-2016,10:33:41
glos_17_42,29-04-2016,10:34:45
glos_17_43,29-04-2016,10:37:15
glos_17_44,29-04-2016,10:38:25
glos_17_45,29-04-2016,10:49:32
glos_17_46,29-04-2016,10:59:50
glos_17_47,29-04-2016,11:24:13
glos_17_48,29-04-2016,11:25:29
glos_17_5,29-04-2016,09:21:31
glos_17_6,29-04-2016,09:22:08
glos_17_7,29-04-2016,09:24:38
glos_17_8,29-04-2016,09:27:35
glos_17_9,29-04-2016,09:29:55
glos_18_1,11-05-2016,09:06:51
glos_18_10,13-05-2016,09:23:35
glos_18_11,13-05-2016,09:27:01
glos_18_12,13-05-2016,09:28:32
glos_18_13,13-05-2016,09:30:10
glos_18_14,13-05-2016,09:32:17
glos_18_15,13-05-2016,09:35:56
glos_18_16,13-05-2016,09:38:18
glos_18_17,13-05-2016,09:40:14
glos_18_18,13-05-2016,09:43:04
glos_18_19,13-05-2016,09:45:20
glos_18_2,11-05-2016,09:16:59
glos_18_20,13-05-2016,09:47:11
glos_18_21,13-05-2016,09:47:52
glos_18_22,13-05-2016,09:50:27
glos_18_23,13-05-2016,09:51:00
glos_18_24,13-05-2016,09:51:38
glos_18_25,13-05-2016,09:52:59
glos_18_26,13-05-2016,09:54:28
glos_18_27,13-05-2016,09:55:11
glos_18_28,13-05-2016,09:55:47
glos_18_29,13-05-2016,09:57:49
glos_18_3,11-05-2016,09:17:35
glos_18_30,13-05-2016,10:02:00
glos_18_31,13-05-2016,10:06:42
glos_18_32,13-05-2016,10:07:17
glos_18_33,13-05-2016,10:07:55
glos_18_34,13-05-2016,10:08:39
glos_18_35,13-05-2016,10:09:07
glos_18_36,13-05-2016,10:09:42
glos_18_37,13-05-2016,10:10:14
glos_18_38,13-05-2016,10:12:51
glos_18_39,13-05-2016,10:13:32
glos_18_4,11-05-2016,09:18:19
glos_18_40,13-05-2016,10:15:15
glos_18_41,13-05-2016,10:17:29
glos_18_42,13-05-2016,10:21:54
glos_18_43,13-05-2016,10:22:36
glos_18_44,13-05-2016,10:23:03
glos_18_45,13-05-2016,10:25:59
glos_18_46,13-05-2016,10:26:42
glos_18_47,13-05-2016,10:28:58
glos_18_48,13-05-2016,10:30:15
glos_18_49,13-05-2016,10:31:58
glos_18_5,11-05-2016,09:34:45
glos_18_50,13-05-2016,11:04:02
glos_18_51,13-05-2016,11:11:28
glos_18_52,13-05-2016,11:12:43
glos_18_53,13-05-2016,11:13:26
glos_18_54,13-05-2016,11:14:16
glos_18_55,13-05-2016,11:15:01
glos_18_56,13-05-2016,11:15:42
glos_18_57,13-05-2016,11:16:21
glos_18_58,13-05-2016,11:16:53
glos_18_59,13-05-2016,11:17:27
glos_18_6,12-05-2016,00:49:32
glos_18_60,13-05-2016,11:18:37
glos_18_61,13-05-2016,11:19:13
glos_18_62,13-05-2016,11:19:51
glos_18_63,13-05-2016,11:20:36
glos_18_64,13-05-2016,11:21:13
glos_18_65,13-05-2016,11:21:48
glos_18_66,13-05-2016,11:22:34
glos_18_67,13-05-2016,11:23:07
glos_18_68,13-05-2016,11:23:54
glos_18_69,13-05-2016,11:24:29
glos_18_7,12-05-2016,00:50:31
glos_18_70,13-05-2016,11:25:05
glos_18_71,13-05-2016,11:25:38
glos_18_72,13-05-2016,11:26:11
glos_18_73,13-05-2016,11:26:47
glos_18_74,13-05-2016,11:27:25
glos_18_75,13-05-2016,11:28:35
glos_18_76,13-05-2016,11:29:10
glos_18_77,13-05-2016,11:29:50
glos_18_78,13-05-2016,11:30:46
glos_18_79,13-05-2016,11:31:20
glos_18_8,12-05-2016,00:58:30
glos_18_80,13-05-2016,11:31:56
glos_18_81,13-05-2016,11:32:36
glos_18_82,13-05-2016,11:33:28
glos_18_9,13-05-2016,09:22:53
glos_19_1,19-05-2016,09:17:06
glos_19_10,20-05-2016,11:33:18
glos_19_11,20-05-2016,11:39:27
glos_19_12,20-05-2016,11:41:19
glos_19_13,20-05-2016,11:43:45
glos_19_14,20-05-2016,11:47:40
glos_19_15,20-05-2016,11:49:19
glos_19_16,20-05-2016,11:56:23
glos_19_17,20-05-2016,12:03:26
glos_19_18,20-05-2016,12:06:51
glos_19_19,20-05-2016,12:09:26
glos_19_2,19-05-2016,09:22:36
glos_19_20,20-05-2016,12:09:57
glos_19_21,20-05-2016,12:10:33
glos_19_22,20-05-2016,12:11:04
glos_19_23,20-05-2016,12:11:31
glos_19_24,20-05-2016,12:12:03
glos_19_25,20-05-2016,12:12:32
glos_19_26,20-05-2016,12:13:02
glos_19_27,20-05-2016,12:15:11
glos_19_28,20-05-2016,12:17:27
glos_19_29,20-05-2016,12:17:56
glos_19_3,19-05-2016,09:23:24
glos_19_30,20-05-2016,12:29:25
glos_19_31,20-05-2016,13:24:45
glos_19_32,20-05-2016,13:28:30
glos_19_33,20-05-2016,13:30:12
glos_19_34,20-05-2016,13:32:28
glos_19_35,20-05-2016,13:32:56
glos_19_36,20-05-2016,13:34:16
glos_19_37,20-05-2016,13:35:48
glos_19_38,20-05-2016,13:36:16
glos_19_39,20-05-2016,13:39:31
glos_19_4,20-05-2016,09:24:48
glos_19_40,20-05-2016,13:44:00
glos_19_41,20-05-2016,13:44:26
glos_19_42,20-05-2016,13:45:09
glos_19_43,20-05-2016,13:46:37
glos_19_44,20-05-2016,13:48:30
glos_19_45,20-05-2016,13:49:07
glos_19_46,20-05-2016,13:49:41
glos_19_47,20-05-2016,13:50:09
glos_19_48,20-05-2016,13:50:38
glos_19_49,20-05-2016,13:54:24
glos_19_5,20-05-2016,09:26:07
glos_19_50,20-05-2016,13:55:39
glos_19_51,20-05-2016,14:01:08
glos_19_52,20-05-2016,14:07:45
glos_19_53,20-05-2016,14:10:07
glos_19_54,20-05-2016,14:11:08
glos_19_55,20-05-2016,14:12:10
glos_19_56,20-05-2016,14:12:51
glos_19_57,20-05-2016,14:13:22
glos_19_58,20-05-2016,14:13:47
glos_19_59,20-05-2016,14:14:20
glos_19_6,20-05-2016,10:25:33
glos_19_60,20-05-2016,14:14:46
glos_19_61,20-05-2016,14:15:16
glos_19_62,20-05-2016,14:15:47
glos_19_63,20-05-2016,14:16:12
glos_19_64,20-05-2016,14:16:37
glos_19_65,20-05-2016,14:17:01
glos_19_66,20-05-2016,14:17:32
glos_19_67,20-05-2016,14:17:59
glos_19_68,20-05-2016,14:25:07
glos_19_69,20-05-2016,14:28:24
glos_19_7,20-05-2016,11:23:39
glos_19_70,20-05-2016,14:35:18
glos_19_71,20-05-2016,14:40:17
glos_19_72,20-05-2016,14:41:12
glos_19_73,20-05-2016,16:33:26
glos_19_74,20-05-2016,16:55:57
glos_19_75,20-05-2016,16:57:36
glos_19_76,20-05-2016,16:59:26
glos_19_77,20-05-2016,17:01:09
glos_19_78,20-05-2016,17:01:49
glos_19_79,20-05-2016,17:03:35
glos_19_8,20-05-2016,11:29:10
glos_19_80,20-05-2016,17:05:12
glos_19_81,20-05-2016,17:07:07
glos_19_82,20-05-2016,17:07:35
glos_19_83,20-05-2016,17:09:15
glos_19_84,20-05-2016,17:09:48
glos_19_85,20-05-2016,17:11:07
glos_19_86,20-05-2016,17:12:38
glos_19_87,20-05-2016,17:13:23
glos_19_88,20-05-2016,17:13:52
glos_19_89,20-05-2016,17:16:26
glos_19_9,20-05-2016,11:32:42
glos_19_90,20-05-2016,17:17:15
glos_19_91,20-05-2016,17:17:49
glos_19_92,20-05-2016,17:24:06
glos_19_93,20-05-2016,17:24:36
glos_19_94,20-05-2016,17:43:36
glos_19_95,20-05-2016,17:44:48
glos_1_10,13-11-2015,16:09:24
glos_1_11,13-11-2015,16:11:51
glos_1_12,13-11-2015,16:13:57
glos_1_13,16-11-2015,21:42:36
glos_1_14,16-11-2015,22:18:56
glos_1_15,16-11-2015,22:20:00
glos_1_16,16-11-2015,22:24:19
glos_1_17,16-11-2015,22:35:30
glos_1_18,16-11-2015,22:36:45
glos_1_19,16-11-2015,22:37:53
glos_1_2,12-11-2015,18:18:06
glos_1_20,18-11-2015,22:11:35
glos_1_21,18-11-2015,22:13:02
glos_1_22,18-11-2015,22:22:04
glos_1_23,18-11-2015,22:23:22
glos_1_24,18-11-2015,22:49:52
glos_1_25,18-11-2015,22:50:51
glos_1_26,18-11-2015,22:52:33
glos_1_27,18-11-2015,22:53:24
glos_1_28,18-11-2015,22:54:09
glos_1_29,18-11-2015,22:54:55
glos_1_3,12-11-2015,18:19:00
glos_1_30,18-11-2015,22:55:39
glos_1_31,18-11-2015,22:56:22
glos_1_32,18-11-2015,22:57:06
glos_1_33,18-11-2015,22:57:52
glos_1_34,18-11-2015,22:58:42
glos_1_35,18-11-2015,22:59:24
glos_1_36,18-11-2015,23:00:06
glos_1_37,18-11-2015,23:00:50
glos_1_38,18-11-2015,23:01:33
glos_1_39,18-11-2015,23:02:20
glos_1_4,12-11-2015,19:46:09
glos_1_40,18-11-2015,23:03:04
glos_1_41,18-11-2015,23:03:49
glos_1_42,18-11-2015,23:04:36
glos_1_43,18-11-2015,23:05:25
glos_1_44,18-11-2015,23:14:00
glos_1_45,18-11-2015,23:14:42
glos_1_46,19-11-2015,14:36:14
glos_1_47,19-11-2015,14:37:27
glos_1_48,19-11-2015,16:33:31
glos_1_49,19-11-2015,16:40:41
glos_1_5,12-11-2015,19:46:58
glos_1_50,19-11-2015,16:41:56
glos_1_51,19-11-2015,16:42:51
glos_1_52,19-11-2015,16:43:43
glos_1_53,19-11-2015,16:44:40
glos_1_54,19-11-2015,16:45:30
glos_1_55,19-11-2015,16:46:11
glos_1_56,19-11-2015,16:47:04
glos_1_57,19-11-2015,16:47:57
glos_1_58,19-11-2015,16:48:38
glos_1_59,19-11-2015,16:49:18
glos_1_6,12-11-2015,19:47:49
glos_1_60,19-11-2015,16:50:11
glos_1_61,19-11-2015,16:50:55
glos_1_62,19-11-2015,16:51:36
glos_1_63,19-11-2015,16:52:24
glos_1_64,19-11-2015,16:53:05
glos_1_65,19-11-2015,16:53:48
glos_1_66,19-11-2015,16:56:14
glos_1_67,19-11-2015,16:56:52
glos_1_68,19-11-2015,16:57:33
glos_1_69,19-11-2015,16:58:10
glos_1_7,12-11-2015,19:48:33
glos_1_70,19-11-2015,17:00:26
glos_1_71,19-11-2015,17:01:03
glos_1_72,19-11-2015,17:03:12
glos_1_73,19-11-2015,17:04:05
glos_1_74,19-11-2015,17:06:04
glos_1_75,19-11-2015,17:06:36
glos_1_76,19-11-2015,17:10:01
glos_1_77,19-11-2015,17:10:34
glos_1_78,19-11-2015,17:13:33
glos_1_8,12-11-2015,19:49:20
glos_1_9,13-11-2015,09:20:05
glos_20_1,08-06-2016,09:12:21
glos_20_10,08-06-2016,09:39:56
glos_20_100,10-06-2016,15:05:48
glos_20_101,10-06-2016,15:07:41
glos_20_102,10-06-2016,15:08:13
glos_20_103,10-06-2016,15:09:44
glos_20_104,10-06-2016,15:25:53
glos_20_105,10-06-2016,15:29:20
glos_20_106,10-06-2016,16:04:07
glos_20_107,10-06-2016,16:09:31
glos_20_108,10-06-2016,16:15:02
glos_20_109,10-06-2016,16:21:57
glos_20_11,08-06-2016,09:45:31
glos_20_110,10-06-2016,16:25:03
glos_20_111,10-06-2016,16:27:27
glos_20_112,10-06-2016,16:31:47
glos_20_113,10-06-2016,16:33:34
glos_20_114,10-06-2016,16:44:24
glos_20_115,10-06-2016,16:47:33
glos_20_116,10-06-2016,16:49:14
glos_20_117,10-06-2016,16:49:47
glos_20_118,10-06-2016,16:50:20
glos_20_119,10-06-2016,16:50:50
glos_20_12,09-06-2016,09:14:07
glos_20_120,10-06-2016,16:53:03
glos_20_121,10-06-2016,16:55:27
glos_20_122,10-06-2016,16:56:08
glos_20_123,10-06-2016,16:57:08
glos_20_124,10-06-2016,16:57:40
glos_20_125,10-06-2016,16:58:15
glos_20_126,10-06-2016,16:59:03
glos_20_127,10-06-2016,16:59:45
glos_20_128,10-06-2016,17:00:19
glos_20_129,10-06-2016,17:03:33
glos_20_13,09-06-2016,09:15:22
glos_20_130,10-06-2016,17:06:38
glos_20_131,10-06-2016,17:07:20
glos_20_132,10-06-2016,17:08:28
glos_20_133,10-06-2016,17:09:05
glos_20_134,10-06-2016,17:09:43
glos_20_135,10-06-2016,17:10:27
glos_20_136,10-06-2016,17:11:11
glos_20_137,10-06-2016,17:12:02
glos_20_138,10-06-2016,17:12:41
glos_20_139,10-06-2016,17:13:23
glos_20_14,09-06-2016,09:17:10
glos_20_140,10-06-2016,17:14:02
glos_20_141,10-06-2016,17:14:53
glos_20_142,10-06-2016,17:15:36
glos_20_143,10-06-2016,17:16:26
glos_20_144,10-06-2016,17:16:56
glos_20_145,10-06-2016,17:31:03
glos_20_146,10-06-2016,17:31:57
glos_20_147,10-06-2016,17:32:40
glos_20_148,10-06-2016,17:33:13
glos_20_149,10-06-2016,17:33:50
glos_20_15,09-06-2016,09:18:05
glos_20_150,10-06-2016,17:34:57
glos_20_151,10-06-2016,17:36:00
glos_20_16,09-06-2016,09:20:13
glos_20_17,09-06-2016,09:20:42
glos_20_18,09-06-2016,09:21:07
glos_20_19,09-06-2016,09:21:33
glos_20_2,08-06-2016,09:15:30
glos_20_20,09-06-2016,09:22:03
glos_20_21,09-06-2016,09:22:48
glos_20_22,09-06-2016,09:23:23
glos_20_23,09-06-2016,09:23:52
glos_20_24,09-06-2016,09:24:24
glos_20_25,09-06-2016,09:24:58
glos_20_26,09-06-2016,09:25:27
glos_20_27,09-06-2016,09:28:45
glos_20_28,09-06-2016,09:30:37
glos_20_29,09-06-2016,09:36:39
glos_20_3,08-06-2016,09:23:58
glos_20_30,09-06-2016,09:37:28
glos_20_31,09-06-2016,09:38:11
glos_20_32,09-06-2016,09:42:26
glos_20_33,09-06-2016,09:43:48
glos_20_34,10-06-2016,11:52:18
glos_20_35,10-06-2016,11:59:42
glos_20_36,10-06-2016,12:01:53
glos_20_37,10-06-2016,12:05:23
glos_20_38,10-06-2016,12:07:19
glos_20_39,10-06-2016,12:08:57
glos_20_4,08-06-2016,09:32:35
glos_20_40,10-06-2016,12:09:51
glos_20_41,10-06-2016,12:13:28
glos_20_42,10-06-2016,12:20:46
glos_20_43,10-06-2016,12:27:44
glos_20_44,10-06-2016,12:28:18
glos_20_45,10-06-2016,12:29:52
glos_20_46,10-06-2016,12:31:17
glos_20_47,10-06-2016,12:31:47
glos_20_48,10-06-2016,12:32:18
glos_20_49,10-06-2016,12:32:48
glos_20_5,08-06-2016,09:33:10
glos_20_50,10-06-2016,12:33:25
glos_20_51,10-06-2016,12:33:52
glos_20_52,10-06-2016,12:34:24
glos_20_53,10-06-2016,12:34:54
glos_20_54,10-06-2016,12:35:31
glos_20_55,10-06-2016,12:42:36
glos_20_56,10-06-2016,12:44:29
glos_20_57,10-06-2016,12:45:16
glos_20_58,10-06-2016,12:46:58
glos_20_59,10-06-2016,12:49:57
glos_20_6,08-06-2016,09:33:42
glos_20_60,10-06-2016,13:01:11
glos_20_61,10-06-2016,13:08:53
glos_20_62,10-06-2016,13:16:40
glos_20_63,10-06-2016,13:18:35
glos_20_64,10-06-2016,13:27:01
glos_20_65,10-06-2016,13:29:32
glos_20_66,10-06-2016,13:30:06
glos_20_67,10-06-2016,13:32:06
glos_20_68,10-06-2016,13:43:40
glos_20_69,10-06-2016,13:44:19
glos_20_7,08-06-2016,09:34:18
glos_20_70,10-06-2016,13:46:27
glos_20_71,10-06-2016,13:47:49
glos_20_72,10-06-2016,13:52:14
glos_20_73,10-06-2016,13:55:55
glos_20_74,10-06-2016,13:57:46
glos_20_75,10-06-2016,14:02:17
glos_20_76,10-06-2016,14:02:52
glos_20_77,10-06-2016,14:05:18
glos_20_78,10-06-2016,14:09:14
glos_20_79,10-06-2016,14:11:00
glos_20_8,08-06-2016,09:37:11
glos_20_80,10-06-2016,14:14:37
glos_20_81,10-06-2016,14:17:36
glos_20_82,10-06-2016,14:19:36
glos_20_83,10-06-2016,14:21:43
glos_20_85,10-06-2016,14:23:44
glos_20_86,10-06-2016,14:24:19
glos_20_87,10-06-2016,14:24:43
glos_20_88,10-06-2016,14:27:37
glos_20_89,10-06-2016,14:30:35
glos_20_9,08-06-2016,09:37:52
glos_20_90,10-06-2016,14:32:07
glos_20_91,10-06-2016,14:34:02
glos_20_92,10-06-2016,14:36:00
glos_20_93,10-06-2016,14:36:53
glos_20_94,10-06-2016,14:37:22
glos_20_95,10-06-2016,14:39:12
glos_20_96,10-06-2016,14:44:42
glos_20_97,10-06-2016,14:50:32
glos_20_98,10-06-2016,14:59:11
glos_20_99,10-06-2016,15:02:08
glos_21_1,22-06-2016,19:26:09
glos_21_10,22-06-2016,19:33:58
glos_21_100,22-06-2016,21:06:46
glos_21_101,22-06-2016,21:07:18
glos_21_102,22-06-2016,21:14:42
glos_21_103,22-06-2016,21:15:15
glos_21_104,22-06-2016,21:15:39
glos_21_105,22-06-2016,21:16:23
glos_21_106,22-06-2016,21:16:54
glos_21_107,22-06-2016,21:17:48
glos_21_108,22-06-2016,21:18:46
glos_21_109,22-06-2016,21:20:04
glos_21_11,22-06-2016,19:39:38
glos_21_110,22-06-2016,21:20:30
glos_21_111,22-06-2016,21:20:58
glos_21_112,22-06-2016,21:21:24
glos_21_113,22-06-2016,21:24:36
glos_21_114,22-06-2016,21:25:09
glos_21_115,22-06-2016,21:29:26
glos_21_116,22-06-2016,21:30:19
glos_21_117,22-06-2016,21:30:51
glos_21_118,22-06-2016,21:36:17
glos_21_119,22-06-2016,21:37:42
glos_21_12,22-06-2016,19:42:12
glos_21_120,22-06-2016,21:38:57
glos_21_121,22-06-2016,21:40:09
glos_21_122,22-06-2016,21:47:45
glos_21_123,22-06-2016,21:48:23
glos_21_124,22-06-2016,21:49:21
glos_21_125,23-06-2016,09:15:24
glos_21_126,23-06-2016,09:15:54
glos_21_127,23-06-2016,09:16:34
glos_21_128,23-06-2016,09:17:14
glos_21_129,23-06-2016,09:17:49
glos_21_13,22-06-2016,19:47:21
glos_21_130,23-06-2016,09:18:20
glos_21_131,23-06-2016,09:18:47
glos_21_132,23-06-2016,09:29:31
glos_21_133,23-06-2016,09:30:36
glos_21_134,23-06-2016,09:37:24
glos_21_135,23-06-2016,09:37:54
glos_21_136,23-06-2016,09:49:06
glos_21_137,23-06-2016,09:51:08
glos_21_138,23-06-2016,09:55:16
glos_21_139,23-06-2016,09:57:13
glos_21_14,22-06-2016,19:49:43
glos_21_140,23-06-2016,10:00:24
glos_21_141,23-06-2016,10:08:36
glos_21_142,23-06-2016,10:26:25
glos_21_143,23-06-2016,11:18:04
glos_21_144,23-06-2016,11:18:51
glos_21_145,23-06-2016,11:19:29
glos_21_146,23-06-2016,11:20:08
glos_21_147,23-06-2016,11:20:46
glos_21_148,23-06-2016,11:21:22
glos_21_149,23-06-2016,11:21:58
glos_21_15,22-06-2016,19:51:18
glos_21_150,23-06-2016,11:24:41
glos_21_151,23-06-2016,11:25:19
glos_21_152,23-06-2016,11:25:58
glos_21_16,22-06-2016,19:51:46
glos_21_17,22-06-2016,19:52:17
glos_21_18,22-06-2016,19:57:02
glos_21_19,22-06-2016,19:57:47
glos_21_2,22-06-2016,19:26:54
glos_21_20,22-06-2016,20:00:02
glos_21_21,22-06-2016,20:00:28
glos_21_22,22-06-2016,20:04:08
glos_21_23,22-06-2016,20:06:57
glos_21_24,22-06-2016,20:07:31
glos_21_25,22-06-2016,20:08:14
glos_21_26,22-06-2016,20:09:05
glos_21_27,22-06-2016,20:09:49
glos_21_28,22-06-2016,20:18:36
glos_21_29,22-06-2016,20:20:47
glos_21_3,22-06-2016,19:28:55
glos_21_30,22-06-2016,20:24:53
glos_21_31,22-06-2016,20:25:44
glos_21_32,22-06-2016,20:26:25
glos_21_33,22-06-2016,20:27:02
glos_21_34,22-06-2016,20:28:02
glos_21_35,22-06-2016,20:28:45
glos_21_36,22-06-2016,20:29:21
glos_21_37,22-06-2016,20:29:51
glos_21_38,22-06-2016,20:30:22
glos_21_39,22-06-2016,20:30:56
glos_21_4,22-06-2016,19:30:13
glos_21_40,22-06-2016,20:31:30
glos_21_41,22-06-2016,20:31:54
glos_21_42,22-06-2016,20:32:30
glos_21_43,22-06-2016,20:32:56
glos_21_44,22-06-2016,20:36:29
glos_21_45,22-06-2016,20:37:03
glos_21_46,22-06-2016,20:37:43
glos_21_47,22-06-2016,20:38:17
glos_21_48,22-06-2016,20:38:53
glos_21_49,22-06-2016,20:39:34
glos_21_5,22-06-2016,19:30:45
glos_21_50,22-06-2016,20:40:00
glos_21_51,22-06-2016,20:40:30
glos_21_52,22-06-2016,20:41:00
glos_21_53,22-06-2016,20:41:34
glos_21_54,22-06-2016,20:42:11
glos_21_55,22-06-2016,20:42:41
glos_21_56,22-06-2016,20:43:25
glos_21_57,22-06-2016,20:43:52
glos_21_58,22-06-2016,20:44:19
glos_21_59,22-06-2016,20:44:58
glos_21_6,22-06-2016,19:31:15
glos_21_60,22-06-2016,20:45:23
glos_21_61,22-06-2016,20:45:49
glos_21_62,22-06-2016,20:46:21
glos_21_63,22-06-2016,20:46:59
glos_21_64,22-06-2016,20:47:30
glos_21_65,22-06-2016,20:48:03
glos_21_66,22-06-2016,20:48:44
glos_21_67,22-06-2016,20:49:16
glos_21_68,22-06-2016,20:49:47
glos_21_69,22-06-2016,20:50:17
glos_21_7,22-06-2016,19:32:23
glos_21_70,22-06-2016,20:50:42
glos_21_71,22-06-2016,20:51:12
glos_21_72,22-06-2016,20:51:42
glos_21_73,22-06-2016,20:52:20
glos_21_74,22-06-2016,20:52:49
glos_21_75,22-06-2016,20:53:22
glos_21_76,22-06-2016,20:53:55
glos_21_77,22-06-2016,20:54:31
glos_21_78,22-06-2016,20:55:05
glos_21_79,22-06-2016,20:55:39
glos_21_8,22-06-2016,19:32:51
glos_21_80,22-06-2016,20:56:13
glos_21_81,22-06-2016,20:56:43
glos_21_82,22-06-2016,20:57:15
glos_21_83,22-06-2016,20:57:47
glos_21_84,22-06-2016,20:58:13
glos_21_85,22-06-2016,20:58:41
glos_21_86,22-06-2016,20:59:10
glos_21_87,22-06-2016,20:59:53
glos_21_88,22-06-2016,21:00:23
glos_21_89,22-06-2016,21:00:51
glos_21_9,22-06-2016,19:33:20
glos_21_90,22-06-2016,21:01:17
glos_21_91,22-06-2016,21:01:47
glos_21_92,22-06-2016,21:02:15
glos_21_93,22-06-2016,21:02:46
glos_21_94,22-06-2016,21:03:19
glos_21_95,22-06-2016,21:04:05
glos_21_96,22-06-2016,21:04:36
glos_21_97,22-06-2016,21:05:10
glos_21_98,22-06-2016,21:05:39
glos_21_99,22-06-2016,21:06:03
glos_22_1,05-07-2016,09:36:59
glos_22_10,06-07-2016,19:26:20
glos_22_100,07-07-2016,12:42:32
glos_22_101,07-07-2016,12:46:55
glos_22_102,07-07-2016,12:58:04
glos_22_103,07-07-2016,13:04:26
glos_22_104,07-07-2016,13:10:20
glos_22_105,07-07-2016,13:20:08
glos_22_106,07-07-2016,13:21:16
glos_22_107,07-07-2016,13:22:59
glos_22_11,06-07-2016,19:26:48
glos_22_12,06-07-2016,19:28:51
glos_22_13,06-07-2016,19:33:43
glos_22_14,06-07-2016,19:35:18
glos_22_15,06-07-2016,19:36:52
glos_22_16,06-07-2016,19:41:11
glos_22_17,06-07-2016,19:44:18
glos_22_18,06-07-2016,19:47:19
glos_22_19,06-07-2016,19:49:26
glos_22_2,05-07-2016,09:37:56
glos_22_20,06-07-2016,19:51:17
glos_22_21,06-07-2016,19:52:51
glos_22_22,06-07-2016,19:54:00
glos_22_23,06-07-2016,20:01:06
glos_22_24,06-07-2016,20:05:45
glos_22_25,06-07-2016,20:08:23
glos_22_26,06-07-2016,20:13:03
glos_22_27,06-07-2016,20:13:46
glos_22_28,06-07-2016,20:18:01
glos_22_29,06-07-2016,20:24:15
glos_22_3,05-07-2016,09:46:28
glos_22_30,06-07-2016,20:30:11
glos_22_31,06-07-2016,20:36:48
glos_22_32,06-07-2016,20:40:06
glos_22_33,06-07-2016,20:43:30
glos_22_34,06-07-2016,20:46:10
glos_22_35,06-07-2016,20:48:05
glos_22_36,06-07-2016,20:55:14
glos_22_37,06-07-2016,21:00:00
glos_22_38,06-07-2016,21:02:49
glos_22_39,06-07-2016,21:03:20
glos_22_4,05-07-2016,11:57:17
glos_22_40,06-07-2016,21:05:31
glos_22_41,06-07-2016,21:08:57
glos_22_42,06-07-2016,21:10:16
glos_22_43,06-07-2016,21:10:55
glos_22_44,07-07-2016,09:22:28
glos_22_45,07-07-2016,09:24:07
glos_22_46,07-07-2016,09:24:34
glos_22_47,07-07-2016,09:25:07
